EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,Attrition
EMP0302,47,Male,HR,Recruiter,5,38784.9,3,3,No,40,4,5,1,No
EMP0303,38,Female,IT,System Admin,12,45016.37,4,1,Yes,1,4,1,2,Yes
EMP0304,54,Female,Sales,Sales Executive,10,113135.83,1,4,Yes,32,4,5,4,No
EMP0305,30,Male,HR,HR Manager,13,355367.81,1,1,Yes,58,9,1,1,Yes
EMP0306,50,Male,Operations,Operations Executive,1,61865.81,2,4,Yes,49,0,3,1,Yes
EMP0307,47,Male,Operations,Operations Manager,7,313955.19,1,1,No,51,5,5,4,Yes
EMP0308,56,Female,Sales,Sales Executive,2,78354.81,3,4,No,5,1,3,4,No
EMP0309,46,Female,Sales,Sales Representative,20,90941.18,3,4,No,30,6,6,2,Yes
EMP0310,45,Male,Operations,Logistics Officer,2,91440.4,4,4,No,22,3,1,2,No
EMP0311,34,Male,Finance,Finance Manager,0,307183.5,4,2,Yes,20,4,6,3,Yes
EMP0312,28,Male,Operations,Operations Manager,18,216525.34,4,3,Yes,16,4,3,3,No
EMP0313,57,Female,Sales,Sales Representative,17,33510.58,3,4,Yes,7,4,4,1,No
EMP0314,41,Male,HR,HR Executive,16,71001.01,1,2,No,7,1,2,4,No
EMP0315,22,Female,Finance,Accountant,19,110187.65,4,2,No,50,4,5,4,Yes
EMP0316,29,Male,HR,HR Manager,12,292374.31,2,1,Yes,50,2,4,3,Yes
EMP0317,37,Female,IT,System Admin,2,104915.19,4,3,Yes,2,3,6,1,Yes
EMP0318,35,Male,Sales,Sales Representative,0,119246.19,3,3,Yes,47,1,3,1,Yes
EMP0319,33,Male,HR,Recruiter,3,44725.46,4,1,No,14,3,3,3,No
EMP0320,44,Female,Sales,Sales Executive,12,92259.99,1,3,No,31,8,2,3,Yes
EMP0321,36,Female,IT,Software Engineer,16,90686.42,4,1,No,50,7,3,3,Yes
EMP0322,49,Female,Operations,Logistics Officer,10,118195.99,3,2,No,41,2,2,2,No
EMP0323,55,Male,IT,Software Engineer,1,118704.07,3,2,No,14,0,5,1,No
EMP0324,23,Male,Finance,Accountant,15,91801.08,2,4,Yes,5,0,1,1,Yes
EMP0325,53,Female,Sales,Sales Executive,1,51925.33,3,1,No,11,5,2,1,No
EMP0326,44,Female,HR,Recruiter,18,101870.03,2,2,No,40,2,2,3,No
EMP0327,43,Male,Operations,Operations Manager,18,176757.28,1,2,No,5,3,4,3,No
EMP0328,46,Male,Sales,Sales Representative,15,100262.94,3,1,No,29,0,3,3,No
EMP0329,43,Male,Sales,Sales Executive,18,111917.65,4,2,No,11,7,5,3,No
EMP0330,43,Female,IT,System Admin,8,64455.01,1,3,No,5,0,1,4,Yes
EMP0331,27,Male,Sales,Sales Executive,0,86757.18,4,2,Yes,49,4,0,3,No
EMP0332,36,Male,Finance,Finance Manager,9,257535.68,4,1,No,54,5,6,2,Yes
EMP0333,58,Male,Operations,Operations Manager,18,259441.26,4,3,Yes,32,1,2,4,Yes
EMP0334,54,Male,IT,Software Engineer,0,57933.38,1,3,Yes,36,6,0,4,Yes
EMP0335,29,Male,Sales,Sales Representative,1,98591.67,1,2,No,15,6,3,3,Yes
EMP0336,26,Male,IT,Software Engineer,15,114255.89,3,4,No,19,0,6,1,No
EMP0337,25,Male,Finance,Financial Analyst,11,192890.1,4,3,Yes,22,3,2,3,No
EMP0338,27,Female,Sales,Sales Representative,7,45730.32,2,1,No,34,3,0,1,No
EMP0339,53,Male,HR,Recruiter,17,108726.93,3,4,No,56,4,4,3,Yes
EMP0340,51,Male,HR,Recruiter,1,96368.83,1,4,Yes,17,0,0,3,Yes
EMP0341,56,Female,HR,Recruiter,12,52755.37,2,3,No,12,0,6,1,No
EMP0342,37,Female,Sales,Sales Manager,5,166821.15,1,2,No,25,6,4,1,No
EMP0343,34,Male,Finance,Financial Analyst,20,112159.67,2,4,No,56,8,6,1,Yes
EMP0344,51,Male,Sales,Sales Executive,5,112098.74,3,2,No,17,0,1,1,No
EMP0345,40,Male,Sales,Sales Representative,8,86986.08,2,3,Yes,10,1,3,2,No
EMP0346,38,Female,Operations,Logistics Officer,15,94894.92,3,1,No,28,5,5,1,Yes
EMP0347,40,Female,Finance,Financial Analyst,10,110858.28,1,4,No,57,5,0,3,No
EMP0348,49,Female,Sales,Sales Executive,6,94744.93,2,1,No,18,1,2,3,No
EMP0349,47,Female,Sales,Sales Manager,9,157030.38,4,2,Yes,51,8,6,2,Yes
EMP0350,58,Female,Sales,Sales Manager,9,243830.34,4,2,No,18,3,6,1,No
EMP0351,47,Male,Sales,Sales Executive,19,86407.8,1,1,No,45,6,3,3,Yes
EMP0352,44,Male,Sales,Sales Representative,17,43148.69,2,3,Yes,32,5,0,2,Yes
EMP0353,30,Female,Sales,Sales Representative,19,104070.32,4,3,No,14,2,2,3,No
EMP0354,33,Female,IT,Data Analyst,8,108203.76,3,4,No,56,7,2,2,No
EMP0355,22,Male,Finance,Financial Analyst,14,158273.73,2,4,Yes,16,6,6,2,No
EMP0356,22,Female,HR,HR Executive,3,66467.74,2,3,No,50,8,5,4,No
EMP0357,55,Male,HR,HR Manager,7,299010.9,4,3,No,58,2,6,4,No
EMP0358,53,Male,Sales,Sales Executive,8,39670.55,3,1,No,18,0,5,1,No
EMP0359,46,Male,Operations,Operations Executive,12,31522.15,3,2,No,16,1,6,4,No
EMP0360,22,Male,Finance,Finance Manager,8,377391.11,3,2,No,17,0,6,2,No
EMP0361,37,Female,Finance,Finance Manager,3,217407.5,2,4,No,7,4,2,3,No
EMP0362,26,Male,Finance,Accountant,16,103770.93,1,3,No,12,9,5,3,No
EMP0363,43,Female,Operations,Operations Manager,15,399837.58,2,1,Yes,34,1,2,1,No
EMP0364,50,Female,IT,IT Support,14,49028.81,2,4,No,10,2,0,4,No
EMP0365,24,Female,Sales,Sales Representative,2,53865.37,4,1,Yes,5,7,6,1,Yes
EMP0366,33,Male,HR,HR Executive,19,89657.38,1,3,Yes,21,9,1,2,Yes
EMP0367,47,Male,Finance,Accountant,4,116890.38,3,3,Yes,3,4,5,4,No
EMP0368,37,Male,Finance,Financial Analyst,4,189897.72,4,3,No,19,3,4,1,No
EMP0369,58,Female,IT,Software Engineer,19,75258.8,2,2,Yes,45,4,4,3,No
EMP0370,43,Female,Sales,Sales Executive,14,101559.93,1,3,Yes,44,9,4,3,Yes
EMP0371,50,Male,IT,Data Analyst,17,96289.5,3,4,Yes,35,5,1,1,No
EMP0372,35,Female,Operations,Operations Executive,14,117969.44,3,2,Yes,6,6,2,1,No
EMP0373,49,Male,HR,HR Manager,1,391088.31,2,1,No,14,8,2,1,Yes
EMP0374,26,Female,IT,System Admin,12,44735.61,3,4,No,4,0,3,2,Yes
EMP0375,51,Male,Sales,Sales Representative,3,56948.08,3,4,Yes,45,3,4,2,No
EMP0376,26,Female,IT,Data Analyst,9,92018.6,1,1,No,51,8,4,3,Yes
EMP0377,33,Male,Operations,Logistics Officer,12,54454.58,4,2,No,18,4,2,2,Yes
EMP0378,37,Female,HR,Recruiter,9,103436.02,1,4,No,29,7,4,2,Yes
EMP0379,47,Female,Finance,Finance Manager,8,244578.9,4,4,No,35,0,2,4,No
EMP0380,47,Female,IT,Software Engineer,7,37955.73,4,4,No,52,3,6,2,No
EMP0381,42,Male,HR,Recruiter,2,60800.3,4,2,Yes,38,8,6,4,No
EMP0382,57,Male,Sales,Sales Representative,15,118324.5,3,2,No,16,0,2,2,No
EMP0383,54,Male,Finance,Financial Analyst,13,155562.03,1,2,No,20,0,5,3,No
EMP0384,51,Male,IT,Software Engineer,8,67454.49,3,4,No,24,3,2,1,No
EMP0385,58,Male,IT,IT Support,20,44988.47,2,3,No,35,2,0,3,No
EMP0386,44,Female,HR,HR Executive,10,118755.91,1,1,Yes,44,6,0,2,Yes
EMP0387,31,Female,Operations,Operations Manager,2,355212.25,4,3,No,51,2,0,1,Yes
EMP0388,26,Male,Sales,Sales Executive,4,55332.96,3,2,No,19,0,0,1,No
EMP0389,57,Male,Finance,Finance Manager,9,167517.17,3,4,No,56,9,1,1,Yes
EMP0390,55,Male,Sales,Sales Representative,12,35096.3,1,4,Yes,4,1,3,4,Yes
EMP0391,52,Female,IT,IT Support,3,40834.03,1,3,No,33,9,3,3,No
EMP0392,31,Male,Sales,Sales Manager,12,295192.15,4,3,No,2,3,2,4,No
EMP0393,40,Female,IT,Data Analyst,11,191451.61,4,1,No,13,0,6,1,No
EMP0394,53,Male,IT,IT Support,4,74706.91,2,4,No,58,0,4,3,No
EMP0395,22,Female,Sales,Sales Representative,9,105865.09,4,3,No,45,7,0,3,Yes
EMP0396,26,Female,IT,Data Analyst,8,133506.39,3,1,Yes,30,6,3,2,No
EMP0397,25,Male,Operations,Operations Manager,19,327145.89,2,2,Yes,34,7,3,4,Yes
EMP0398,37,Female,Sales,Sales Representative,6,95868.55,2,3,Yes,30,3,0,4,No
EMP0399,45,Male,Finance,Finance Manager,1,193490.93,2,2,No,51,5,6,2,Yes
EMP0400,37,Female,IT,Data Analyst,6,123345.93,1,1,Yes,54,2,1,4,No
EMP0401,23,Male,HR,Recruiter,7,87357.19,4,2,No,24,7,1,1,Yes
EMP0402,49,Female,Sales,Sales Manager,6,167674.15,2,4,No,48,3,3,1,No
EMP0403,53,Female,Sales,Sales Manager,20,240385.05,1,4,Yes,44,2,1,4,No
EMP0404,48,Female,Sales,Sales Executive,13,78131.95,1,2,Yes,33,3,5,2,No
EMP0405,41,Female,Sales,Sales Executive,18,119660.2,2,4,Yes,41,5,0,3,No
EMP0406,45,Male,Sales,Sales Representative,4,72708.02,2,1,No,49,6,6,4,No
EMP0407,33,Male,HR,HR Executive,17,103445.11,3,4,Yes,10,6,3,3,No
EMP0408,56,Male,Operations,Operations Executive,19,68886.06,2,2,Yes,18,3,0,2,No
EMP0409,54,Male,Finance,Accountant,11,101675.17,3,2,No,19,7,1,3,No
EMP0410,54,Female,HR,HR Manager,16,298853.7,2,2,No,7,6,0,2,Yes
EMP0411,58,Male,Sales,Sales Manager,12,371648.86,2,3,Yes,57,1,1,2,Yes
EMP0412,33,Female,Sales,Sales Executive,1,66984.83,4,2,No,19,7,6,1,No
EMP0413,24,Female,IT,Data Analyst,12,152516.53,2,1,No,24,8,1,1,Yes
EMP0414,22,Female,Sales,Sales Executive,6,86701.68,2,4,No,15,4,0,2,No
EMP0415,54,Male,IT,System Admin,9,67564.46,3,4,No,41,3,6,4,Yes
EMP0416,31,Female,IT,System Admin,5,42988.08,3,3,Yes,42,3,1,1,Yes
EMP0417,50,Female,IT,Software Engineer,2,38420.35,4,3,No,23,3,5,2,Yes
EMP0418,34,Male,IT,Software Engineer,2,31500.44,2,1,No,52,5,2,3,No
EMP0419,33,Female,Finance,Accountant,17,108618.08,2,2,Yes,52,3,0,3,No
EMP0420,52,Female,Finance,Finance Manager,10,209118.73,3,3,No,4,6,2,4,No
EMP0421,23,Male,IT,IT Support,19,49035.61,1,4,No,38,6,0,3,No
EMP0422,56,Male,Operations,Logistics Officer,4,96243.19,1,3,Yes,4,4,1,3,Yes
EMP0423,44,Male,Operations,Operations Manager,18,230004.03,1,3,Yes,5,4,1,2,No
EMP0424,38,Male,IT,Data Analyst,18,140725.36,3,2,No,41,9,6,3,No
EMP0425,47,Male,IT,IT Support,14,44626.0,3,3,Yes,44,7,3,3,Yes
EMP0426,29,Male,IT,System Admin,15,116377.11,1,1,No,23,6,5,3,No
EMP0427,50,Male,Operations,Operations Manager,8,362895.35,1,4,Yes,40,6,3,3,No
EMP0428,47,Male,Operations,Operations Manager,3,365947.41,2,2,Yes,53,5,2,2,Yes
EMP0429,31,Female,Sales,Sales Manager,14,251693.44,3,4,No,37,6,1,3,No
EMP0430,47,Male,IT,Data Analyst,11,171483.35,3,1,No,11,6,3,4,Yes
EMP0431,55,Female,HR,HR Manager,2,185969.04,1,1,No,55,9,1,1,Yes
EMP0432,28,Male,IT,Data Analyst,13,81034.28,1,3,No,11,1,0,4,Yes
EMP0433,25,Male,Sales,Sales Executive,16,31797.56,4,3,Yes,13,9,3,1,Yes
EMP0434,32,Male,Operations,Logistics Officer,18,82794.16,3,3,No,14,1,2,4,No
EMP0435,50,Male,HR,HR Manager,5,263848.73,4,4,No,8,9,6,1,No
EMP0436,57,Male,Finance,Finance Manager,3,279503.84,2,1,Yes,25,6,3,1,Yes
EMP0437,46,Female,Operations,Operations Manager,6,151865.79,4,2,No,18,9,1,1,No
EMP0438,42,Male,Finance,Financial Analyst,18,130722.39,1,3,Yes,51,6,4,1,Yes
EMP0439,57,Female,IT,System Admin,16,94626.13,3,4,No,44,6,4,2,No
EMP0440,31,Female,HR,Recruiter,15,69842.43,3,3,No,44,4,6,4,No
EMP0441,58,Male,Sales,Sales Representative,14,95899.73,4,1,No,18,0,6,1,No
EMP0442,30,Male,HR,HR Manager,7,208254.74,4,2,No,10,1,5,4,No
EMP0443,45,Female,Sales,Sales Executive,18,103182.78,2,1,No,7,8,6,3,No
EMP0444,56,Male,HR,HR Manager,7,297107.81,2,4,Yes,50,7,1,1,No
EMP0445,56,Male,Sales,Sales Executive,17,48968.68,1,3,No,44,7,0,4,No
EMP0446,57,Female,Sales,Sales Manager,15,209180.12,1,1,Yes,14,9,3,2,Yes
EMP0447,39,Male,Sales,Sales Executive,19,86522.74,1,4,No,15,0,6,4,No
EMP0448,53,Female,Sales,Sales Executive,18,104694.56,4,3,No,16,5,4,1,No
EMP0449,45,Female,Finance,Finance Manager,9,253906.95,4,2,No,2,8,0,3,No
EMP0450,44,Male,Finance,Financial Analyst,16,110996.05,3,1,Yes,30,7,1,4,Yes
EMP0451,53,Male,IT,System Admin,12,108031.04,1,3,No,30,2,0,3,No
EMP0452,58,Male,Sales,Sales Representative,12,90234.15,4,3,No,18,3,1,2,No
EMP0453,33,Male,Sales,Sales Representative,6,70327.69,3,3,Yes,31,2,5,4,Yes
EMP0454,34,Male,Sales,Sales Executive,9,73911.02,1,3,No,44,5,3,4,No
EMP0455,44,Female,Sales,Sales Manager,1,201064.12,2,1,Yes,48,8,0,2,No
EMP0456,46,Male,Operations,Operations Manager,3,306700.66,2,3,No,13,7,3,2,No
EMP0457,56,Male,Sales,Sales Representative,5,62286.83,4,4,Yes,20,9,0,2,No
EMP0458,51,Female,IT,Software Engineer,17,119608.07,3,1,No,49,3,1,1,No
EMP0459,38,Female,Sales,Sales Manager,5,270045.88,2,3,Yes,50,1,1,1,No
EMP0460,41,Female,Sales,Sales Executive,16,73729.7,3,1,Yes,35,7,0,4,Yes
EMP0461,46,Male,IT,System Admin,13,80926.66,3,4,No,23,7,5,4,No
EMP0462,43,Female,HR,HR Manager,10,379189.0,2,4,Yes,42,5,1,4,No
EMP0463,34,Male,Sales,Sales Executive,18,102073.63,3,1,No,33,7,2,3,No
EMP0464,40,Male,Sales,Sales Manager,1,262782.52,2,3,Yes,38,8,2,2,No
EMP0465,57,Male,IT,Data Analyst,2,166243.91,4,3,No,35,0,3,4,No
EMP0466,33,Female,Sales,Sales Manager,10,296558.87,1,4,No,51,8,6,2,No
EMP0467,40,Male,Sales,Sales Executive,5,74313.03,1,3,Yes,36,1,2,1,Yes
EMP0468,33,Male,Operations,Operations Manager,13,198078.94,4,4,Yes,20,0,2,2,Yes
EMP0469,30,Male,HR,HR Manager,18,265984.07,2,3,No,55,7,5,3,Yes
EMP0470,28,Male,HR,Recruiter,15,52123.67,2,4,No,3,7,5,3,Yes
EMP0471,49,Female,IT,IT Support,20,112335.79,2,2,No,8,3,6,2,No
EMP0472,35,Female,IT,System Admin,6,60186.61,2,3,No,40,7,4,3,Yes
EMP0473,52,Female,IT,Data Analyst,7,194271.68,4,3,No,59,6,6,3,No
EMP0474,40,Male,HR,HR Executive,18,77974.98,1,3,Yes,32,1,4,1,No
EMP0475,37,Male,Finance,Accountant,19,86838.99,3,1,Yes,29,4,5,4,No
EMP0476,26,Male,Sales,Sales Manager,15,285735.11,3,3,Yes,7,9,4,3,Yes
EMP0477,56,Male,IT,Data Analyst,6,95525.67,1,1,Yes,2,3,5,4,Yes
EMP0478,33,Male,IT,System Admin,8,63823.91,4,1,Yes,21,2,4,2,Yes
EMP0479,46,Female,Operations,Logistics Officer,12,38923.15,3,4,No,6,0,1,2,Yes
EMP0480,42,Male,HR,Recruiter,0,86065.86,1,1,No,28,4,5,3,Yes
EMP0481,57,Male,IT,Data Analyst,7,133624.9,4,1,No,48,9,6,2,No
EMP0482,44,Male,Sales,Sales Executive,3,100018.65,3,2,Yes,42,7,3,1,Yes
EMP0483,37,Male,HR,HR Manager,2,205117.62,2,3,No,36,8,3,3,No
EMP0484,35,Male,Sales,Sales Manager,2,191141.51,2,1,No,32,6,5,3,No
EMP0485,52,Female,IT,IT Support,12,66569.9,4,3,No,45,0,2,3,No
EMP0486,26,Female,Sales,Sales Representative,7,113392.68,2,1,Yes,42,0,3,2,No
EMP0487,56,Female,HR,HR Executive,6,93937.96,4,4,Yes,53,0,6,2,No
EMP0488,44,Male,Sales,Sales Executive,0,67703.13,1,2,Yes,46,1,2,3,Yes
EMP0489,50,Male,IT,Software Engineer,15,76554.5,1,1,Yes,9,0,3,4,No
EMP0490,32,Male,Operations,Logistics Officer,5,37579.17,3,3,No,11,3,0,2,Yes
EMP0491,39,Male,Sales,Sales Manager,6,396143.97,4,4,Yes,23,9,0,2,Yes
EMP0492,33,Female,IT,Data Analyst,11,159968.88,3,3,Yes,50,8,5,3,No
EMP0493,30,Male,IT,Data Analyst,8,114248.49,3,4,No,11,3,6,4,No
EMP0494,31,Male,Sales,Sales Manager,10,296452.1,1,2,No,49,3,6,3,No
EMP0495,38,Male,Finance,Finance Manager,9,177370.59,3,4,No,2,6,3,2,No
EMP0496,59,Male,Sales,Sales Representative,20,116925.3,2,3,No,3,8,1,3,No
EMP0497,28,Female,IT,Software Engineer,0,45730.65,3,3,No,11,6,2,3,No
EMP0498,34,Male,HR,HR Executive,17,88322.73,4,1,Yes,50,0,3,3,No
EMP0499,30,Male,HR,Recruiter,3,52090.9,2,4,No,59,0,5,4,No
EMP0500,48,Male,HR,HR Manager,4,329390.35,1,3,No,35,3,2,3,No
EMP0501,23,Male,Sales,Sales Manager,8,344205.34,4,1,No,58,3,4,2,No
EMP0502,26,Female,Sales,Sales Executive,16,90607.78,2,2,Yes,15,0,5,3,Yes
EMP0503,50,Female,Finance,Finance Manager,2,303624.87,4,3,No,43,5,3,4,No
EMP0504,58,Female,IT,System Admin,15,110322.22,2,1,Yes,11,9,1,1,Yes
EMP0505,59,Female,Finance,Accountant,4,37076.4,4,3,No,31,1,4,4,Yes
EMP0506,40,Male,Finance,Finance Manager,15,232728.69,4,4,Yes,28,4,5,3,No
EMP0507,29,Female,Finance,Finance Manager,2,212071.87,2,1,Yes,28,7,3,1,Yes
EMP0508,22,Male,IT,IT Support,19,118921.26,1,4,No,32,2,0,3,No
EMP0509,43,Male,IT,Data Analyst,14,126726.77,1,2,No,25,8,6,4,Yes
EMP0510,38,Female,Finance,Financial Analyst,2,167913.52,4,4,No,20,6,3,1,No
EMP0511,28,Male,IT,Software Engineer,19,91625.26,4,1,Yes,28,8,0,1,Yes
EMP0512,46,Female,Sales,Sales Representative,13,49087.31,1,3,Yes,25,0,0,3,Yes
EMP0513,25,Male,Operations,Operations Executive,15,51509.79,1,1,No,11,4,5,3,Yes
EMP0514,57,Female,Operations,Logistics Officer,16,55315.61,3,4,No,19,2,3,4,No
EMP0515,27,Female,IT,Data Analyst,19,129335.27,1,4,No,28,3,6,3,Yes
EMP0516,52,Female,Sales,Sales Representative,17,51089.26,4,3,No,1,3,3,1,No
EMP0517,40,Female,IT,Software Engineer,17,31768.63,2,2,No,59,6,0,2,Yes
EMP0518,48,Female,Finance,Finance Manager,13,369848.26,1,1,No,5,9,2,2,Yes
EMP0519,31,Male,Operations,Operations Executive,17,116904.88,3,3,No,10,7,4,4,Yes
EMP0520,47,Male,Sales,Sales Representative,14,60741.33,3,3,No,42,9,1,3,No
EMP0521,40,Male,Sales,Sales Manager,14,234626.72,3,3,Yes,46,4,3,4,No
EMP0522,24,Female,Operations,Logistics Officer,5,30638.26,2,1,No,34,9,4,2,No
EMP0523,34,Male,IT,System Admin,14,91222.56,1,1,No,36,6,4,2,Yes
EMP0524,49,Female,IT,Data Analyst,17,179052.79,1,1,No,2,2,2,3,No
EMP0525,41,Male,Operations,Operations Executive,3,43194.75,1,2,No,18,2,4,1,No
EMP0526,49,Male,Sales,Sales Representative,7,44369.97,2,3,Yes,13,2,3,3,Yes
EMP0527,29,Female,HR,HR Executive,14,101107.49,2,4,No,51,3,5,2,No
EMP0528,22,Male,Sales,Sales Representative,2,85466.17,4,4,No,5,5,5,1,No
EMP0529,24,Male,IT,IT Support,14,34037.45,3,3,Yes,20,4,4,4,Yes
EMP0530,34,Male,Finance,Accountant,12,86029.23,3,4,Yes,2,7,3,2,Yes
EMP0531,49,Female,IT,System Admin,8,57802.6,1,2,Yes,11,4,3,4,Yes
EMP0532,46,Female,Operations,Logistics Officer,1,63185.26,2,2,No,30,4,0,1,No
EMP0533,54,Male,HR,HR Executive,7,99275.83,2,1,No,32,9,2,4,Yes
EMP0534,59,Male,IT,IT Support,19,102984.17,1,1,No,32,1,6,2,Yes
EMP0535,27,Male,Sales,Sales Representative,16,66032.1,1,1,Yes,58,4,1,3,Yes
EMP0536,53,Female,IT,Data Analyst,12,193658.35,4,1,No,50,6,6,4,Yes
EMP0537,42,Female,IT,System Admin,0,66581.64,3,1,Yes,38,1,0,2,Yes
EMP0538,37,Male,Sales,Sales Representative,1,99465.24,3,4,Yes,55,5,1,2,No
EMP0539,42,Male,IT,Software Engineer,14,73548.95,3,4,No,28,6,6,1,Yes
EMP0540,32,Male,IT,Data Analyst,11,187703.88,4,1,No,10,4,3,2,No
EMP0541,58,Female,Finance,Financial Analyst,13,188931.35,1,2,Yes,22,8,5,3,Yes
EMP0542,57,Female,HR,HR Manager,1,171854.2,1,4,Yes,55,3,0,3,No
EMP0543,56,Male,Finance,Financial Analyst,17,192379.2,3,2,Yes,17,9,6,4,No
EMP0544,40,Male,Sales,Sales Representative,6,104298.14,3,2,No,22,0,4,4,No
EMP0545,41,Male,Sales,Sales Representative,5,101217.96,4,3,No,43,7,4,4,No
EMP0546,39,Female,HR,Recruiter,13,48082.02,2,3,No,19,7,1,4,No
EMP0547,35,Male,IT,Data Analyst,7,176614.31,2,1,No,17,6,3,3,No
EMP0548,36,Female,Sales,Sales Manager,1,362533.18,3,2,No,24,7,5,1,No
EMP0549,52,Female,Finance,Financial Analyst,16,114698.04,4,4,Yes,36,1,1,4,No
EMP0550,22,Male,Finance,Financial Analyst,4,194271.21,3,3,No,32,2,6,1,No
EMP0551,24,Male,IT,IT Support,13,34487.41,2,3,No,58,8,6,2,No
EMP0552,37,Male,Sales,Sales Representative,19,43491.83,3,2,Yes,56,0,5,2,No
EMP0553,44,Female,Finance,Financial Analyst,20,144509.74,2,3,Yes,58,7,6,4,Yes
EMP0554,32,Female,HR,Recruiter,20,81821.32,2,3,Yes,46,7,2,2,No
EMP0555,33,Female,Finance,Accountant,2,88063.51,2,4,Yes,59,6,5,1,No
EMP0556,31,Male,Finance,Finance Manager,4,154242.28,1,2,No,52,4,4,1,No
EMP0557,53,Male,Finance,Accountant,15,116433.01,1,3,No,36,3,6,2,No
EMP0558,37,Female,IT,Data Analyst,17,85350.57,3,2,No,28,9,6,4,No
EMP0559,29,Female,Sales,Sales Representative,16,42875.58,2,3,No,14,9,0,1,Yes
EMP0560,59,Male,HR,Recruiter,10,31261.31,1,4,No,58,9,0,1,Yes
EMP0561,33,Female,HR,Recruiter,16,81017.26,3,2,No,36,9,0,3,Yes
EMP0562,45,Female,Finance,Finance Manager,15,383066.72,3,3,Yes,6,5,5,4,No
EMP0563,49,Female,Sales,Sales Manager,1,316486.79,3,4,Yes,9,0,4,3,No
EMP0564,29,Female,Sales,Sales Executive,3,104039.17,3,3,No,21,4,5,2,Yes
EMP0565,49,Female,Operations,Operations Manager,20,153320.3,3,2,Yes,12,3,3,2,No
EMP0566,57,Female,Finance,Finance Manager,6,285503.82,4,3,Yes,58,3,4,3,No
EMP0567,47,Male,Operations,Operations Executive,1,71360.67,2,2,No,30,6,4,4,Yes
EMP0568,29,Male,Finance,Accountant,5,74907.11,3,2,No,31,8,5,1,No
EMP0569,49,Female,HR,HR Manager,16,168053.3,4,3,Yes,40,7,5,2,No
EMP0570,49,Male,HR,HR Manager,6,321108.84,2,4,No,56,7,0,4,Yes
EMP0571,58,Male,Operations,Operations Manager,4,275805.1,1,1,No,4,4,4,4,No
EMP0572,57,Male,HR,HR Manager,4,341287.21,3,4,Yes,31,5,0,2,No
EMP0573,48,Male,HR,HR Manager,19,271322.66,4,4,Yes,27,1,3,2,Yes
EMP0574,38,Female,Sales,Sales Manager,15,187345.41,1,3,No,58,2,2,4,Yes
EMP0575,30,Female,IT,Software Engineer,18,88343.13,4,4,Yes,57,4,0,1,No
EMP0576,54,Male,Finance,Financial Analyst,8,100686.36,2,4,Yes,25,1,5,3,No
EMP0577,41,Male,Sales,Sales Manager,4,368098.64,2,1,No,5,2,6,2,Yes
EMP0578,34,Male,Sales,Sales Representative,7,85180.46,1,4,No,6,3,1,3,Yes
EMP0579,49,Female,IT,IT Support,8,44148.35,4,1,Yes,5,5,2,4,No
EMP0580,50,Female,Sales,Sales Representative,4,116610.43,3,3,Yes,51,4,3,3,No
EMP0581,34,Male,Sales,Sales Representative,9,76652.89,3,1,Yes,27,9,6,1,Yes
EMP0582,56,Female,IT,System Admin,1,36560.86,1,2,No,8,3,5,4,No
EMP0583,27,Female,Operations,Operations Executive,8,86414.96,1,2,Yes,9,1,2,1,No
EMP0584,39,Female,IT,System Admin,10,52787.9,1,1,No,15,4,5,4,No
EMP0585,26,Female,Sales,Sales Executive,3,102332.41,4,2,No,36,4,0,1,No
EMP0586,46,Male,Sales,Sales Executive,1,103603.99,3,3,Yes,57,6,6,4,No
EMP0587,23,Female,HR,Recruiter,5,118105.26,3,2,No,41,0,5,1,No
EMP0588,31,Male,IT,Software Engineer,13,75168.26,3,1,No,7,3,6,4,No
EMP0589,51,Female,Finance,Accountant,0,70946.12,1,3,No,32,4,3,1,No
EMP0590,26,Female,HR,HR Executive,17,97812.8,3,2,Yes,8,7,1,4,No
EMP0591,54,Female,Finance,Accountant,6,41922.36,2,3,No,47,7,0,1,No
EMP0592,22,Female,Sales,Sales Executive,0,79222.4,1,1,No,51,0,0,2,Yes
EMP0593,39,Male,HR,Recruiter,0,79162.28,3,2,No,15,4,6,3,No
EMP0594,53,Male,Sales,Sales Representative,0,38052.58,4,3,Yes,37,9,3,4,No
EMP0595,32,Female,Operations,Operations Executive,3,67618.57,1,3,No,19,0,3,1,Yes
EMP0596,42,Female,HR,HR Manager,3,363321.2,2,2,Yes,39,0,2,2,No
EMP0597,47,Male,IT,IT Support,17,107053.83,2,3,Yes,6,1,1,4,Yes
EMP0598,46,Male,Sales,Sales Executive,10,38931.39,4,3,No,59,1,5,4,No
EMP0599,43,Male,Sales,Sales Manager,0,172680.22,4,1,No,19,8,2,4,Yes
EMP0600,48,Female,HR,HR Manager,9,215673.87,1,1,No,57,3,5,3,No
EMP0601,34,Female,Sales,Sales Manager,8,368691.52,1,1,No,28,2,5,1,No
EMP0602,54,Male,HR,Recruiter,3,41601.23,2,1,No,17,0,5,1,Yes
EMP0603,55,Male,Sales,Sales Representative,5,94799.71,4,1,No,42,1,2,4,No
EMP0604,56,Female,HR,Recruiter,15,39104.91,1,1,No,19,5,0,4,Yes
